Sloupec1;ZZ_ID;ZZ_kod;PCZ;PCDP;ZZ_nazev;ZZ_druh_kod;ZZ_druh_nazev;ZZ_druh_nazev_sekundarni;ZZ_misto_poskytovani_ID;ZZ_kraj_kod;ZZ_kraj_nazev;ZZ_okres_kod;ZZ_okres_nazev;ZZ_ORP_kod;ZZ_ORP_nazev;ZZ_obec;ZZ_spravni_obvod;ZZ_PSC;ZZ_ulice;ZZ_cislo_domovni_orientacni;ZZ_RUIAN_kod;ZZ_GPS;ZZ_datum_zahajeni_cinnosti;ZZ_obor_pece;ZZ_forma_pece;ZZ_druh_pece;ZZ_rozsah_pece;poskytovatel_druh;poskytovatel_nazev;poskytovatel_osoba_typ;poskytovatel_pravni_forma_kod;poskytovatel_pravni_forma_nazev;poskytovatel_sidlo_kraj_kod;poskytovatel_sidlo_kraj_nazev;poskytovatel_sidlo_okres_kod;poskytovatel_sidlo_okres_nazev;poskytovatel_sidlo_obec;poskytovatel_sidlo_PSC;poskytovatel_sidlo_ulice;poskytovatel_sidlo_cislo_domovni_orientacni;poskytovatel_sidlo_RUIAN_kod;poskytovatel_telefon;poskytovatel_fax;poskytovatel_email;poskytovatel_web;poskytovatel_datova_schranka;poskytovatel_odborny_zastupce;zrizovatel_typ;ZZ_obor_pece_strucne;latitude;longitude;ico_str;ulice_str;match_key;Pondělí;Úterý;Středa;Čtvrtek;Pátek;Sobota;Neděle
23834358;180755;2,38344E+13;0;0;Dětské Rájec s.r.o.;321;Sam.ord.prakt.lékaře pro děti a dorost;;260821;CZ064;Jihomoravský kraj;CZ0641;Blansko;6201;Blansko;Rájec-Jestřebí;;67902;Komenského;624;7882408.0;POINT(49.412400247287 16.63772531741);01.01.2026;pediatrie;ambulantní péče;;;Sam.ord.prakt.lékaře pro děti a dorost;Dětské Rájec s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0641;Blansko;Blansko;67801;Ant. Dvořáka;778/3 ;7882408.0;4,20606E+11;;hajkova.hana@seznam.cz;;nsyp3qq;MUDr. HANA HÁJKOVÁ;;Pediatr;49.412400247287;16.63772531741;23834358;komenského;23834358_komenského;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
21739315;180753;2,17393E+13;0;0;Mgr. MARIE KATZEROVÁ;351;Samostatné zařízení fyzioterapeuta;;260815;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60300;Hlinky;1017/50;85937991.0;POINT(49.18960569094 16.587207415466);08.12.2025;Fyzioterapeut;zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - domácí péče - léčebně rehabilitační;;poskytování zdravotních služeb ve zdravotnickém 	zařízení jiného poskytovatele podle § 16 odst. 2  	zákona o zdravotních službách Hlinky 1017/50, 603 00 Brno (Orto Poul spol. s r.o., 	IČO: 293 68 839);Samostatné zařízení fyzioterapeuta;Mgr. MARIE KATZEROVÁ;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Heinrichova;222/37 ;85937991.0;4,20778E+11;;marie.katzerova@gmail.com;;36ttmuk;;;Fyzioterapie;49.18960569094;16.587207415466;21739315;hlinky;21739315_hlinky;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
26260654;180751;2,62607E+13;34;0;Avenier a.s.;399;Ostatní ambulantní zařízení;;260822;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60200;Nové sady;996/25;42663491.0;POINT(49.188053910543 16.606712350641);01.12.2025;hygiena a epidemiologie, infekční lékařství;ambulantní péče;;;Ostatní ambulantní zařízení;Avenier a.s.;právnická osoba;121.0;Akciová společnost;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;63900;Bidláky;837/20 ;42663491.0;4,20545E+11;;;www.ockovacicentrum.cz;d9tcy64;MUDr. Jana Laštovičková, MUDr. Michaela Trnková, Valentyna Mertl;;Hygiena;49.188053910543;16.606712350641;26260654;nové sady;26260654_nové sady;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
23118156;180743;2,31182E+13;0;0;Intimacentrum s.r.o.;324;Samostatná ordinace lékaře specialisty;;260810;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60300;Výstavní;760/17;19110839.0;POINT(49.189085367049 16.589933443752);06.12.2025;sexuologie;ambulantní péče;;;Samostatná ordinace lékaře specialisty;Intimacentrum s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Nové sady;988/2 ;19110839.0;4,20734E+11;;lucie.hlouskova@intimacentrum.cz;;pedvxuh;LUCIE HLOUŠKOVÁ;;Sexuologie;49.189085367049;16.589933443752;23118156;výstavní;23118156_výstavní;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
22289780;180742;2,22898E+13;1;0;Centrum vlasové léčby s.r.o.;324;Samostatná ordinace lékaře specialisty;;260808;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60200;Nádražní;681/2;25067648.0;POINT(49.191802183453 16.612470196181);01.01.2026;dermatovenerologie;ambulantní péče;;;Samostatná ordinace lékaře specialisty;Centrum vlasové léčby s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 4;14000;Antala Staška;1670/80 ;25067648.0;;;nadezhda.brabcova@gmail.com;;ci5umqh;NADEZHDA GEORGIEVA VIDOLOVA BRABCOVA;;Kožní;49.191802183453;16.612470196181;22289780;nádražní;22289780_nádražní;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
23867272;180738;2,38673E+13;0;0;Amálie Pospíšilová, DiS.;359;Samostatné zařízení nelékaře - jiné;;260784;CZ064;Jihomoravský kraj;CZ0646;Vyškov;6219;Vyškov;Vyškov;;68201;Joklova;102/18;13913425.0;POINT(49.277200492787 17.0127122643);01.01.2026;Dentální hygienistka;ambulantní péče;;;Samostatné zařízení nelékaře - jiné;Amálie Pospíšilová, DiS.;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0646;Vyškov;Ivanovice na Hané;68323;Nová;839/6 ;13913425.0;;;;;gjjryxa;;;Dentální;49.277200492787;17.0127122643;23867272;joklova;23867272_joklova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
23802120;180735;2,38021E+13;0;0;ZUBY Hanák s.r.o.;322;Samostatná ordinace PL - stomatologa;;260781;CZ064;Jihomoravský kraj;CZ0645;Hodonín;6206;Hodonín;Dolní Bojanovice;;69617;Lipová;206;13393642.0;POINT(48.861923755231 17.024988992155);01.01.2026;Dentální hygienistka, zubní lékařství;ambulantní péče;;;Samostatná ordinace PL - stomatologa;ZUBY Hanák s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0645;Hodonín;Terezín;69614;;148;13393642.0;;;;;ib3mmin;KAROLÍNA HANÁKOVÁ;;Zubař;48.861923755231;17.024988992155;23802120;lipová;23802120_lipová;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
69722595;180712;6,97226E+13;0;0;Centrum pro rodinu a sociální péči Hodonín, z.s.;354;Zdravotní péče v ústavech sociální p.;;260763;CZ064;Jihomoravský kraj;CZ0645;Hodonín;6206;Hodonín;Hodonín;;69501;Brněnská;1518/16;23191961.0;POINT(48.862502826864 17.119422094974);09.12.2025;Všeobecná sestra;zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - ošetřovatelská péče v zařízeních sociálních služeb;;;Zdravotní péče v ústavech sociální p.;Centrum pro rodinu a sociální péči Hodonín, z.s.;právnická osoba;706.0;Spolek;CZ064;Jihomoravský kraj;CZ0645;Hodonín;Hodonín;69501;Štefánikova;288/15 ;23191961.0;4,20775E+11;;tlachova@cprhodonin.cz;;m4zcnbz;IRENA JULÍNKOVÁ;;Všeobecná;48.862502826864;17.119422094974;69722595;brněnská;69722595_brněnská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
23871181;180707;2,38712E+13;0;0;MUDr. Lenka Hrdinová s.r.o.;321;Sam.ord.prakt.lékaře pro děti a dorost;;260755;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;62500;Kurská;295/2;19561857.0;POINT(49.168967216626 16.554587507018);01.01.2026;praktické lékařství pro děti a dorost;ambulantní péče;;;Sam.ord.prakt.lékaře pro děti a dorost;MUDr. Lenka Hrdinová s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Tomešova;894/8a;19561857.0;;;;;fvasmi2;Lenka Hrdinová;;Praktik;49.168967216626;16.554587507018;23871181;kurská;23871181_kurská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
23612070;180695;2,36121E+13;0;0;Kateřina Filipová - zubní laboratoř s.r.o.;360;Samostatná stomatologická laboratoř;;260746;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63900;Kamenná;187/14;19124155.0;POINT(49.184944391387 16.593181342737);03.12.2025;Zubní technik;ambulantní péče;;;Samostatná stomatologická laboratoř;Kateřina Filipová - zubní laboratoř s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;63900;Kamenná;187/14 ;19124155.0;4,20776E+11;;filipova-dent@volny.cz;;sq32fkt;KATEŘINA FILIPOVÁ;;Zubař;49.184944391387;16.593181342737;23612070;kamenná;23612070_kamenná;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
3205860;180686;3,20586E+12;0;0;Centrum léčby obezity s.r.o.;324;Samostatná ordinace lékaře specialisty;;260727;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61200;Palackého třída;659/11;19699425.0;POINT(49.220524896456 16.596502197116);01.01.2026;chirurgie;ambulantní péče;;;Samostatná ordinace lékaře specialisty;Centrum léčby obezity s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Veselá;237/37 ;19699425.0;;;;;2xjktsq;Jiří Jeřábek;;Chirurgie;49.220524896456;16.596502197116;03205860;palackého třída;03205860_palackého třída;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
19623160;180630;1,96232E+13;0;0;Elite Surgical Clinic s.r.o.;324;Samostatná ordinace lékaře specialisty;;260668;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63500;Lýskova;1031/2;19317816.0;POINT(49.218898350202 16.505322519951);01.12.2025;ortopedie a traumatologie pohybového ústrojí;ambulantní péče;;;Samostatná ordinace lékaře specialisty;Elite Surgical Clinic s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60300;Mendlovo náměstí;907/1a;19317816.0;;;;;t8s3isg;MUDr. Luboš Nachtnebl;;Ortopedie;49.218898350202;16.505322519951;19623160;lýskova;19623160_lýskova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
2257319;180625;2,25732E+12;0;1;Mgr. Markéta Muchová;351;Samostatné zařízení fyzioterapeuta;;260661;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61500;Myslbekova;1431/29;19633181.0;POINT(49.200084460811 16.636001327213);29.11.2025;Fyzioterapeut;ambulantní péče;;individuální fyzioterapie;Samostatné zařízení fyzioterapeuta;Mgr. Markéta Muchová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Schodová;305/2 ;19633181.0;4,20778E+11;;cernovska7@gmail.com;;pme7ken;;;Fyzioterapie;49.200084460811;16.636001327213;02257319;myslbekova;02257319_myslbekova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
6522076;180610;6,52208E+12;1;0;Praktlek s.r.o.;320;Samost. ordinace všeob. prakt. lékaře;;260656;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6221;Židlochovice;Bratčice;;66467;;104;24104400.0;POINT(49.065148174891 16.521921987756);01.01.2026;všeobecné praktické lékařství;ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;Praktlek s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Bílovice nad Svitavou;66401;Nad Borešovou;805;24104400.0;4,20544E+11;;praktlek@email.cz;;wmutbt7;Stanislav Kazda;;Praktik;49.065148174891;16.521921987756;06522076;nan;06522076_nan;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
714372;180600;7,14372E+11;0;0;Mgr. Alexandra Olšová;351;Samostatné zařízení fyzioterapeuta;;260626;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61600;Březinova;746/29;19582323.0;POINT(49.206201512877 16.581812493858);26.11.2025;Fyzioterapeut;ambulantní péče;;;Samostatné zařízení fyzioterapeuta;Mgr. Alexandra Olšová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61600;Březinova;746/29 ;19582323.0;;;;;dceje3n;;;Fyzioterapie;49.206201512877;16.581812493858;00714372;březinova;00714372_březinova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
19625987;180599;1,9626E+13;0;2;Lékárenská s.r.o., OOVL Lékárna Slunce Strážnice;510;Lékárna;;260630;CZ064;Jihomoravský kraj;CZ0645;Hodonín;6218;Veselí nad Moravou;Hroznová Lhota;;69663;;68;23142103.0;POINT(48.910113673276 17.415776949417);14.11.2025;praktické lékárenství;ambulantní péče;lékárenská péče;;Lékárna;Lékárenská s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0645;Hodonín;Strážnice;69662;nám. 17. listopadu;1545;23142103.0;;;;;38j3jg3;Marie Fojtíková;;Praktické;48.910113673276;17.415776949417;19625987;nan;19625987_nan;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
23985461;180572;2,39855E+13;0;0;Dětský lékař Bzenec s.r.o.;321;Sam.ord.prakt.lékaře pro děti a dorost;;260597;CZ064;Jihomoravský kraj;CZ0645;Hodonín;6210;Kyjov;Bzenec;;69681;náměstí Svobody;74;13659669.0;POINT(48.973580265837 17.266550148448);01.01.2026;praktické lékařství pro děti a dorost;ambulantní péče;;;Sam.ord.prakt.lékaře pro děti a dorost;Dětský lékař Bzenec s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0645;Hodonín;Svatobořice-Mistřín;69604;Mutěnská;1053/5 ;13659669.0;4,20777E+11;;;;dm52mum;PETRA TICHÁ;;Praktik;48.973580265837;17.266550148448;23985461;náměstí svobody;23985461_náměstí svobody;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
839205;180571;8,39205E+11;0;1;Nemocnice Vyškov, příspěvková organizace;361;Samostatná odborná laboratoř;;260596;CZ064;Jihomoravský kraj;CZ0646;Vyškov;6215;Slavkov u Brna;Slavkov u Brna;;68401;Malinovského;551;13943065.0;POINT(49.156375215799 16.879387667577);24.11.2025;klinická biochemie;ambulantní péče;;;Nemocnice;Nemocnice Vyškov, p. o.;právnická osoba;331.0;Příspěvková organizace zřízená územním samosprávným celkem;CZ064;Jihomoravský kraj;CZ0646;Vyškov;Vyškov;68201;Purkyňova;235/36 ;13943065.0;4,20517E+11;;;http://www.nemvy.cz/;8myk6pn;David Prchal, Jitka Moravová, Mgr. Pavla Navrátilová, MUDr. Michaela Trybenekrová;;Klinická;49.156375215799;16.879387667577;00839205;malinovského;00839205_malinovského;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
22030701;180564;2,20307E+13;0;0;Dentalis Moravia s.r.o.;322;Samostatná ordinace PL - stomatologa;;260589;CZ064;Jihomoravský kraj;CZ0645;Hodonín;6210;Kyjov;Kyjov;;69701;Havlíčkova;227/16;27579450.0;POINT(49.005307254568 17.128825025093);23.11.2025;zubní lékařství;ambulantní péče;;;Samostatná ordinace PL - stomatologa;Dentalis Moravia s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0645;Hodonín;Strážovice;69638;;156;27579450.0;4,20728E+11;;recepce@dentalismoravia.cz;;wzudkft;MARTIN LILEK;;Zubař;49.005307254568;17.128825025093;22030701;havlíčkova;22030701_havlíčkova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
23926945;180549;2,39269E+13;0;0;MUDr. Marek Probst;324;Samostatná ordinace lékaře specialisty;;260568;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61200;Bulharská;1320/29;19705611.0;POINT(49.226060532661 16.590980688573);21.11.2025;chirurgie;ambulantní péče;;;Samostatná ordinace lékaře specialisty;MUDr. Marek Probst;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0644;Břeclav;Březí;69181;Bezová;684;19705611.0;;;;;8gwvzw5;;;Chirurgie;49.226060532661;16.590980688573;23926945;bulharská;23926945_bulharská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
23755393;180536;2,37554E+13;0;0;Slavka Málková;350;Domácí zdravotní péče;;260558;CZ064;Jihomoravský kraj;CZ0641;Blansko;6201;Blansko;Blansko;;67801;;123;82346224.0;POINT(49.334237107311 16.638606414817);19.11.2025;Všeobecná sestra;zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - domácí péče - ošetřovatelská;;;Domácí zdravotní péče;Slavka Málková;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0641;Blansko;Blansko;67801;;123;82346224.0;;;;;fdhgjzk;;;Všeobecná;49.334237107311;16.638606414817;23755393;nan;23755393_nan;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
23167262;180535;2,31673E+13;0;0;TZ-dentalis s.r.o.;322;Samostatná ordinace PL - stomatologa;;260557;CZ064;Jihomoravský kraj;CZ0647;Znojmo;6220;Znojmo;Znojmo;;66902;Jarošova;3991/14c;87223741.0;POINT(48.861573186613 16.050700849108);12.11.2025;zubní lékařství;ambulantní péče;;;Samostatná ordinace PL - stomatologa;TZ-dentalis s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ071;Olomoucký kraj;CZ0712;Olomouc;Věrovany;78375;;121;87223741.0;4,20739E+11;;mddr.tomaszubal@gmail.com;;iqfz6vf;TOMÁŠ ZUBAL;;Zubař;48.861573186613;16.050700849108;23167262;jarošova;23167262_jarošova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
23786043;180534;2,3786E+13;0;0;Oční Brno s.r.o.;324;Samostatná ordinace lékaře specialisty;;260546;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60200;Křenová;531/69a;78790344.0;POINT(49.19182764569 16.62469036954);01.01.2026;oftalmologie;ambulantní péče;;;Samostatná ordinace lékaře specialisty;Oční Brno s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Křenová;531/69a;78790344.0;4,20774E+11;;hendrychovah@seznam.cz;;re8kqnt;MUDr. HANA HENDRYCHOVÁ;;Oční;49.19182764569;16.62469036954;23786043;křenová;23786043_křenová;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
23546981;180533;2,3547E+13;0;0;Plusesthe s.r.o.;324;Samostatná ordinace lékaře specialisty;;260543;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60200;Marešova;304/12;19168543.0;POINT(49.197305917435 16.601399715462);16.11.2025;chirurgie;ambulantní péče;;;Samostatná ordinace lékaře specialisty;Plusesthe s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Nové sady;988/2 ;19168543.0;4,20736E+11;;vaclav.splouchal@seznam.cz;;9vzvkhe;VÁCLAV ŠPLOUCHAL;;Chirurgie;49.197305917435;16.601399715462;23546981;marešova;23546981_marešova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
3125688;180506;3,12569E+12;0;0;``TOP Orto s.r.o.``;322;Samostatná ordinace PL - stomatologa;;260519;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61200;Jana Babáka;2733/11;19721595.0;POINT(49.216527448188 16.588166959964);01.01.2026;ortodoncie, zubní lékařství;ambulantní péče;;;Samostatná ordinace PL - stomatologa;``TOP Orto s.r.o.``;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61200;Jana Babáka;2733/11 ;19721595.0;;;rovnatka.f@gmail.com;;gp3jrv9;MUDr. FRANTIŠEK FILIPI;;Zubař;49.216527448188;16.588166959964;03125688;jana babáka;03125688_jana babáka;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
29369631;180505;2,93696E+13;0;1;Gynekologie Tereza s.r.o.;323;Samostatná ordinace PL - gynekologa;;260515;CZ064;Jihomoravský kraj;CZ0645;Hodonín;6206;Hodonín;Hodonín;;69501;Horní Valy;4133/13;26304546.0;POINT(48.851400946897 17.132402989746);10.11.2025;gynekologie a porodnictví;ambulantní péče;;;Samostatná ordinace PL - gynekologa;Gynekologie Tereza s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0645;Hodonín;Josefov;69621;Dolní;157;26304546.0;4,20726E+11;;hodonin@gynekologietereza.cz;;7scj7at;TEREZA BÍLSKÁ;;Gynekologie;48.851400946897;17.132402989746;29369631;horní valy;29369631_horní valy;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
23897961;180466;2,3898E+13;0;0;Dr. SEMRAN HASANOVA KAMBEROVA;322;Samostatná ordinace PL - stomatologa;;260469;CZ064;Jihomoravský kraj;CZ0647;Znojmo;6220;Znojmo;Blížkovice;;67155;;305;11019638.0;POINT(48.996476357211 15.839553828872);01.01.2026;zubní lékařství;ambulantní péče;;;Samostatná ordinace PL - stomatologa;d-r SEMRAN HASANOVA KAMBEROVA;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0647;Znojmo;Blížkovice;67155;;305;11019638.0;4,20602E+11;;zubniblizkovice@seznam.cz;;4zctwkk;;;Zubař;48.996476357211;15.839553828872;23897961;nan;23897961_nan;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
29266921;180465;2,92669E+13;0;4;D+H Praktici s.r.o.;321;Sam.ord.prakt.lékaře pro děti a dorost;;260468;CZ064;Jihomoravský kraj;CZ0647;Znojmo;6220;Znojmo;Mikulovice;;67133;;144;10818880.0;POINT(48.955306580049 16.093059698526);06.11.2025;pediatrie;ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;D+H Praktici s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0647;Znojmo;Mikulovice;67133;;254;10818880.0;4,20737E+11;;dobesova.karolina@seznam.cz;;b8wydc4;MUDr. Karel Hulán, MUDr. Karolína Dobešová;;Pediatr;48.955306580049;16.093059698526;29266921;nan;29266921_nan;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
4373511;180459;4,37351E+12;0;1;Mgr. Darina Kocúrková;351;Samostatné zařízení fyzioterapeuta;;260463;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61500;Myslbekova;1431/29;19633181.0;POINT(49.200084460811 16.636001327213);03.11.2025;Fyzioterapeut;ambulantní péče;;individuální fyzioterapie;Samostatné zařízení fyzioterapeuta;Mgr. Darina Kocúrková;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Schodová;305/2 ;19633181.0;;;;;e75mbqv;;;Fyzioterapie;49.200084460811;16.636001327213;04373511;myslbekova;04373511_myslbekova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
29147042;180455;2,9147E+13;3;0;Lékárna Na Petřinách s.r.o.;510;Lékárna;;260456;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60200;Pekařská;397/5;19106718.0;POINT(49.192155156842 16.604418238133);01.12.2025;praktické lékárenství;ambulantní péče;lékárenská péče;;Lékárna;Lékárna Na Petřinách s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ080;Moravskoslezský kraj;CZ0806;Ostrava-město;Praha 6;71600;Těšínská;1349/296 ;19106718.0;;;jarmiladvorakova@post.cz;http://www.napetrinach.cz;afup9df;RADEK POKORNÝ;;Praktické;49.192155156842;16.604418238133;29147042;pekařská;29147042_pekařská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
